id,organization_id,program_id,name,alternate_name,description,url,email,status,interpretation_services,application_process,wait_time,fees,accreditations,licenses,taxonomy_ids
1004,7466,,"Food Pantries","Salvation Army Food Pantry","The Salvation Army Food Pantry provides food to low-income households throughout Champaign County. Food pantry may be visited once a month.",,,inactive,,Walk-in.,"Must be a resident of Champaign County and have proof of residency.",,"Photo ID or proof of residency (bill with current address).",,832990803111047
1005,7466,,"Clothing * Clothing Vouchers",,"Clothing Vouchers Program provides clothing vouchers to Champaign County residents who have experienced a disaster (fire, flooding, etc.). Individuals must have a Red Cross referral and fire report.",,,inactive,,"By phone.",,,"Photo ID, disaster verification (American Red Cross referral, fire report, etc).",,
1006,7466,,"Utility Assistance","Warm Neighbors Cool Friends","Salvation Army of Champaign County is the administering agency for Ameren's Warm Neighbors Cool Friends. These funds provide help with payment of Ameren electric bills. WN/CF assistance begins in January. Cooling program runs from June through September. Heating program runs from October through May. Eligible clients can be helped once each heating/cooling season per calendar year.",,,inactive,,"By appointment only.","1) Must be an Ameren Illinois customer living in Champaign County.
2) Must be a senior or disabled or have a temporary, documentable crisis.
3) Bill cannot be over $750.
4) Must meet minimum and maximum income requirements.
5) Must have active service in the home (cannot be shut off).
6) Must make matching payment. Ameren will match payments up to $350.
7) Income must be from an adult (cannot count child's disability as income for this program).",,"Proof of residence, income, utility bill and documentation of a crisis if they are not someone with a disability or a senior (age 60 or older).","Income must fall between 150-300% of Federal Poverty Level. Some people may be over-income for this program. See bulletin board for income guidelines.",
1007,7466,,"Ex-Offender Employment Programs","Employment and Training Program","The Employment and Training Program works with men and women who have felony backgrounds, assisting them in securing and maintaining employment that will sustain their economic self-sufficiency. Services offered include:
- Job readiness training.
- Resume writing.
- Mock interviews.",,,inactive,,"By phone for appointment.","Men and women (18 years and older) with misdemeanors and felony backgrounds.",,"Photo ID, proof of income, and proof of residency.",,
1008,7466,,"Temporary Financial Assistance * Veterans","Supportive Services for Veteran Families (SSVF)","Provides financial and support services to Veteran Families. The program is a housing stability-focused service delivery program that serves veteran families that are homeless or imminently at risk of being homeless. The goal is to stabilize these families in housing, while providing on-going support as needed to sustain independent living. Services may include:
- Rental and utility deposits.
- Limited rental and utility assistance.
- Limited moving costs and emergency supplies.
- Case management services.
- Transportation assistance.
- Information and referrals to community resources.
- Assistance in obtaining VA benefits.
- Assistance in obtaining and securing other public benefits.
- Assistance in securing permanent housing.",,,inactive,,"Call the SSVF line at 217-278-9897.","Must be a veteran or spouse of a veteran. Housing status must be in one of the following categories:
- Reside in housing and lack the ability to pay all bills.
- Are currently homeless.
- Has left permanent housing within the past 90 days to seek other housing that better meets the family's needs or preferences.",,"Photo ID, Social Security card, proof of income, proof of residency, and DD214.","50% of area median income.",1077790582995406
1009,7466,,"Veteran Benefits Assistance","Supportive Services for Veteran Families (SSVF)","Provides financial and support services to Veteran Families. The program is a housing stability-focused service delivery program that serves veteran families that are homeless or imminently at risk of being homeless. The goal is to stabilize these families in housing, while providing on-going support as needed to sustain independent living. Services may include:
- Rental and utility deposits.
- Limited rental and utility assistance.
- Limited moving costs and emergency supplies.
- Case management services.
- Transportation assistance.
- Information and referrals to community resources.
- Assistance in obtaining VA benefits.
- Assistance in obtaining and securing other public benefits.
- Assistance in securing permanent housing.",,,inactive,,"Call the SSVF line at 217-278-9897.","Must be a veteran or spouse of a veteran. Housing status must be in one of the following categories:
- Reside in housing and lack the ability to pay all bills.
- Are currently homeless.
- Has left permanent housing within the past 90 days to seek other housing that better meets the family's needs or preferences.",,"Photo ID, Social Security card, proof of income, proof of residency, and DD214.","50% of area median income.",
1010,7466,,"Information and Referral * Veterans","Supportive Services for Veteran Families (SSVF)","Provides financial and support services to Veteran Families. The program is a housing stability-focused service delivery program that serves veteran families that are homeless or imminently at risk of being homeless. The goal is to stabilize these families in housing, while providing on-going support as needed to sustain independent living. Services may include:
- Rental and utility deposits.
- Limited rental and utility assistance.
- Limited moving costs and emergency supplies.
- Case management services.
- Transportation assistance.
- Information and referrals to community resources.
- Assistance in obtaining VA benefits.
- Assistance in obtaining and securing other public benefits.
- Assistance in securing permanent housing.",,,inactive,,"Call the SSVF line at 217-278-9897.","Must be a veteran or spouse of a veteran. Housing status must be in one of the following categories:
- Reside in housing and lack the ability to pay all bills.
- Are currently homeless.
- Has left permanent housing within the past 90 days to seek other housing that better meets the family's needs or preferences.",,"Photo ID, Social Security card, proof of income, proof of residency, and DD214.","50% of area median income.",
1011,7466,,"Utility Assistance","Illinois American Water H20 (Help to Others)","H2O (Help to Others) is an emergency assistance program created by Illinois American Water and the Salvation Army. Provides supplemental funding to American Water customers who, because of a situation that was beyond their control, are having difficulties paying their bill. The program is designed to help customers before they get shut off.",,,inactive,,"By appointment only.","- Bill must be at least $50. H20 will match payment up to $150. 
- Service must be active.
- Household must have income.
- Assistance available once per year and 3 times during a lifetime.
- Program will only pay up to 50% of owed bill; will NOT put positive credit on account.",,"Photo ID, proof of income, proof of residency, and current water bill.",,
1012,7466,,"Utility Assistance * Older Adults",,"Utility assistance is available for seniors, who had an unforeseen crisis that placed them behind on their utility bill. Assistance depends on funding availability.",,,inactive,,"By appointment only.","Seniors age 60 and older.",,"Photo ID, proof of income, proof of residency, and unpaid bill.","150% of the federal poverty level.",
1013,7468,,"Family Support Centers/Outreach * Autism Spectrum Disorder","The Autism Program at University of Illinois","TAP is a state-wide network of resources for Autism Spectrum Disorders in the State of Illinois. The Program's mission is to foster development of community networks that promote best practice in the diagnosis, treatment, and education of all children with Autism Spectrum Disorders. Locally, the site offers consultation, a resource room, new diagnosis orientation for families, social skill programs, play groups, training and technical assistance, and internship opportunities for students. The Resource Room has many books and DVDs that can be checked out but also has many free visual supports for use with people on the Autism Spectrum. TAP can also create customized visual supports such as schedules, social stories, and learning aids for free.",,,inactive,,"Walk-in for Resource Room, otherwise by appointment.",,,,,
1014,7470,,"Landlord/Tenant Assistance",,"Provides information about tenants' and landlords' rights and responsibilities and help for tenants living in Champaign County who experience landlord problems or have questions.
- Neglected property maintenance.
- Disputes about damage deposit deductions.
- Evictions.
- Unlawful discrimination.
- Roommate conflicts.
- Violation of lease by landlord.
- Information about subletting, utilities problems, parking issues and more.
- Helpful forms, model leases, and checklists.
- Your rights under state and local laws.
- Have your lease reviewed before you sign it.
- Check landlords' complaint records.
- Get help finding a place to rent.",,,inactive,,"By phone or walk-in.","Serves all renters living in Champaign County.",,,,
1015,7487,,"Local Bus Services",,"The Champaign-Urbana Mass Transit District's (MTD) is the public transportation provider for Champaign, Urbana, Savoy, and the University of Illinois. 

Bus routes include:
- Fixed Routes: Main bus routes that operate on a regular schedule. All fixed routes have buses equipped with wheelchair lifts.
- Hopper Service: MTD has several routes that include 'Hopper' Service - Green, Yellow, Gold, and Orange. While regular buses serve the entire route, 'Hopper' buses only serve the portion of the route that experience the heaviest rider volume.",,,inactive,,"For fixed route service, you need only to wait at a bus stop. To schedule ADA Paratransit trips or enroll, call 217-384-8188. To obtain an Annual or Monthly Pass, school tokens, DASH Cards, or Veteran Pass visit Illinois Terminal (45 E. University Ave). You may also purchase the Monthly and Annual Pass with the Token Transit app.",,,,,
1016,7487,,"Disability Related Transportation","ADA Paratransit Service","ADA Paratransit Service offers curb-to-curb transportation service for persons with disabilities who are unable to use fixed route services. ADA Paratransit service is provided by reservations only, and all reservations must be made at least one day prior to service. Eligible riders must submit an application and be registered prior to using this service.",,,inactive,,"By phone to schedule ADA Paratransit trips or enroll.",,,,,1232587316936391
1017,7487,,"Transportation Expense Assistance * Older Adults","Half-Fare Cab Program","Provides discounted cab rides for seniors and people with disabilities. Must be registered for the DASH Card (card for free regular bus service) to receive the discounted cab rides. Contact MTD to learn which cab companies are part of the program.",,,inactive,,"By phone for list of participating cab companies.","Age 65 and older, or disabled.",,,,1232587316936391
1018,7492,,"Developmental Disabilities Day Habilitation Programs",,"Community Choices is a cooperative where people with developmental disabilities and their families support each other. The following 4 services are offered:
- Community Living - Life skills training and assistance with living independently.
- Customized Employment - Helping people with disabilities find jobs.
- Social Opportunities - Social events and developing community connections.
- Family Support - Monthly support group for families.",,,inactive,,"By phone.","Must be 18 and have a developmental disability.",,"Community Choices may help obtaining required documents if clients do not have them. Documents include:
- Photo ID.
- Proof of Developmental Disability.
- Proof of PUNS list status (from Champaign County Regional Planning Commission).","No income guidelines.",637158405241810
1019,7492,,"Support Groups * Families/Friends of People with Disabilities",,"Community Choices is a cooperative where people with developmental disabilities and their families support each other. The following 4 services are offered:
- Community Living - Life skills training and assistance with living independently.
- Customized Employment - Helping people with disabilities find jobs.
- Social Opportunities - Social events and developing community connections.
- Family Support - Monthly support group for families.",,,inactive,,"By phone.","Must be 18 and have a developmental disability.",,"Community Choices may help obtaining required documents if clients do not have them. Documents include:
- Photo ID.
- Proof of Developmental Disability.
- Proof of PUNS list status (from Champaign County Regional Planning Commission).","No income guidelines.",
1020,7492,,"Support Groups * Adults With Disabilities/Health Conditions",,"Community Choices is a cooperative where people with developmental disabilities and their families support each other. The following 4 services are offered:
- Community Living - Life skills training and assistance with living independently.
- Customized Employment - Helping people with disabilities find jobs.
- Social Opportunities - Social events and developing community connections.
- Family Support - Monthly support group for families.",,,inactive,,"By phone.","Must be 18 and have a developmental disability.",,"Community Choices may help obtaining required documents if clients do not have them. Documents include:
- Photo ID.
- Proof of Developmental Disability.
- Proof of PUNS list status (from Champaign County Regional Planning Commission).","No income guidelines.",878986697513222
1021,7498,,"Discrimination Assistance",,"The City of Urbana Human Relations Division investigates and resolves complaints of discrimination in housing, employment, public accommodations, and city services within the Urbana city limits.",,,inactive,,,,,,,
1023,7545,,"Extended Child Care * Hispanic/Latino Community",,"Provides social support to Latinos in Champaign County. The Center provides interpreters, support groups, before and after school care, and a food pantry.",,,inactive,,"By appointment or walk-in.",,,"Photo ID.",,
1024,7545,,"Language Interpretation * Hispanic/Latino Community",,"Provides social support to Latinos in Champaign County. The Center provides interpreters, support groups, before and after school care, and a food pantry.",,,inactive,,"By appointment or walk-in.",,,"Photo ID.",,
1025,7545,,"Support Groups * Hispanic/Latino Community",,"Provides social support to Latinos in Champaign County. The Center provides interpreters, support groups, before and after school care, and a food pantry.",,,inactive,,"By appointment or walk-in.",,,"Photo ID.",,
1026,7545,,"Food Pantries * Hispanic/Latino Community",,"Provides social support to Latinos in Champaign County. The Center provides interpreters, support groups, before and after school care, and a food pantry.",,,inactive,,"By appointment or walk-in.",,,"Photo ID.",,832990803111047
1027,7549,,Hospitals,,"OSF Heart of Mary Medical Center is a 210-bed comprehensive medical facility in the Champaign-Urbana community, offering a full scope of inpatient and outpatient services. OSF has the area's largest inpatient rehabilitation center, featuring facilities for physical, occupational and speech therapy. Also has Presence Orthopedic Services, the Presence Center for Healthy Aging, and the area's only Adult Behavioral Health Unit in a hospital setting.",,,inactive,,,,,,,
1028,7549,,"Support Groups * Heart Disease","Powerful Hearts Club","Powerful Hearts Club is a heart support group for patients and/or friends and family of patients who have experienced heart disease or have undergone a heart procedure. The support group allows participants to share their story with others, hear encouraging stories from fellow heart survivors, and enjoy heart healthy presentations by various health care providers.",,,inactive,,"Call Brittney Cromwell, 217-337-2237, for more information.",,,,,
1029,7549,,"Support Groups * Stroke * Brain Injuries","Stroke Support Group","OSF's Stroke Support Group is open to stroke survivors and their families and provides emotional support in addition to education on strokes.",,,inactive,,"For more information, please call 217-337-2202.",,,,,
1030,7549,,"Psychiatric Inpatient Units",,"- Behavioral Health Unit is the area's only inpatient psychiatric unit. 
- 24 adults beds (ages 18 and older).
- Treated disorders include Acute Depression, Bipolar/Mania, Psychosis, Schizophrenia.
- Inpatient and outpatient electroconvulsive therapy (ECT) available.",,,inactive,,"By phone. Behavioral Health Unit: 217-337-2130.",,,,,
1031,7549,,"Psychiatric Disorder Counseling",,"- Behavioral Health Unit is the area's only inpatient psychiatric unit. 
- 24 adults beds (ages 18 and older).
- Treated disorders include Acute Depression, Bipolar/Mania, Psychosis, Schizophrenia.
- Inpatient and outpatient electroconvulsive therapy (ECT) available.",,,inactive,,"By phone. Behavioral Health Unit: 217-337-2130.",,,,,
1032,7549,,"Health Insurance Information/Counseling","Senior Health Insurance Program (SHIP)","- Free expert knowledge about health insurance by trained volunteer counselors. Provides one-on-one help to seniors.
- Does not sell or solicit insurance and is not an insurance plan.
- SHIP counselors can answer questions about Medicare (all plans), Prescription Drug Coverage, Long-term Care Insurance, etc.",,,inactive,,"By phone for appointment.",,,,,941516382466411
1033,7573,,"Parenting Skills Classes","PEGs (Parent Education Groups)","A 12-week parenting course focusing on the concepts of choice and accountability in parenting. Parents will develop an understanding of thinking patterns and identify vulnerabilities that set up unhelpful parent-child interactions.",,,inactive,,"By phone for appointment.",,,,,
1034,7573,,"Parenting Skills Classes * Domestic Violence Issues",Impact,"Impact is a 6-week program for parents focusing on the impact of domestic violence on children.",,,inactive,,"By phone for appointment.",,,,,
1035,7573,,"Adult Diversion",,"Responsible Choices: A 16-week program designed to accompany Illinois Drug Court programs. The curriculum incorporates fundamental Language Choice Therapy interventions providing individuals an opportunity to identify unhelpful thinking patterns contributing to drug and alcohol abuse/dependence patterns and replace them with responsible life skills.

Alternatives: A 12-week group program for University of Illinois students involved in the disciplinary system.

Fun-Da-Mentals: An 18-week group course to help adolescents increase their decision-making skills by making connections between choices and consequences. Thinking patterns that drive choices are identified in a respectful and experiential group environment.

Thinking Skills: 16-week curriculum for general offenders.",,,inactive,,"Responsible Choices: Referral from Champaign County Drug Court.
Alternatives: Referral from University of Illinois.
Fun-Da-Mentals: Referral from Champaign County Probation.
Thinking Skills: Referral from Champaign County Probation.",,,,,
1036,7573,,"Juvenile Diversion",,"Responsible Choices: A 16-week program designed to accompany Illinois Drug Court programs. The curriculum incorporates fundamental Language Choice Therapy interventions providing individuals an opportunity to identify unhelpful thinking patterns contributing to drug and alcohol abuse/dependence patterns and replace them with responsible life skills.

Alternatives: A 12-week group program for University of Illinois students involved in the disciplinary system.

Fun-Da-Mentals: An 18-week group course to help adolescents increase their decision-making skills by making connections between choices and consequences. Thinking patterns that drive choices are identified in a respectful and experiential group environment.

Thinking Skills: 16-week curriculum for general offenders.",,,inactive,,"Responsible Choices: Referral from Champaign County Drug Court.
Alternatives: Referral from University of Illinois.
Fun-Da-Mentals: Referral from Champaign County Probation.
Thinking Skills: Referral from Champaign County Probation.",,,,,
1037,7579,,"General Relief",,"Provides a monthly income for individuals to be used to pay for food, rent/shelter, and utilities.",,,inactive,,,"Any township resident 18 years or older who is either a U.S. resident or legal alien. The General Assistance Program is primarily for those adults without minor children, without adequate income, and ineligible for any other monetary forms of assistance.",,,,
1038,7581,,"General Relief",,"Provides a monthly income for individuals to be used to pay for food, rent/shelter, utilities, clothing, medical care, or other items considered essential.",,,inactive,,"Call for an appointment.","Any township resident (18 years or older) who is either a U.S. resident or legal alien. The General Assistance Program is primarily for those adults without minor children, without adequate income, and ineligible for any other monetary forms of assistance.",,,,
1039,7588,,"Supported Living Services for Adults With Disabilities",,"Eden Supportive Living offers an innovative approach to assisted living housing for physically disabled individuals (ages 22-64). By combining apartment-style housing with personal care and services, residents can live independently with dignity and privacy while avoiding the burden of maintaining a home. Residents can enjoy the freedom of a 24-hour support staff available for scheduled and unscheduled needs.",,,inactive,,"By phone, online or walk-in.",,,"Photo ID, proof of income, Social Security card/number, and copy of insurance (Medicaid).",,
1040,7599,,"Property Tax Exemption Information",,"This exemption allows senior citizens who have a total household maximum income of less than $55,000 and meet certain other qualifications to elect to maintain the equalized assessed value (EAV) of their homes at the base year EAV and prevent any increase in that value due to inflation. Each year, applicants must file Form PTAX-340, Senior Citizens Assessment Freeze Homestead Exemption Application and Affidavit, with the chief county assessment office.",http://www.co.champaign.il.us/ccao,Assessor@co.champaign.il.us,inactive,,"By phone.","To qualify for this exemption you must have owned or had a legal or equitable interest in the land on which a single-family residence is situated and used as your principal place of residence on January 1 of the current assessment year and January 1 of previous assessment year.",,,,
1041,7601,,"Discrimination Assistance",,"The Office of Equity, Community and Human Rights serves as a link between the City Manager's Office and the community. Staff ensures equal opportunity and fair treatment for citizens through public information, education, and enforcement of the City's Human Rights Ordinance and Equal Opportunity and Purchasing Ordinance.

The City of Champaign Human Rights Ordinance was developed with the intent to secure an end to discrimination in the areas of Employment, Housing, Public Accommodation, and Credit on the basis of age, sex, race, color, creed, religion, education, physical or mental disability, marital status, national origin, political affiliation, sexual preference, family responsibilities, source of income, prior arrest, or conviction record.",,,inactive,,"Complaints may be filed by either personal delivery or mail. If needed, the Community Relations Staff will provide assistance in drafting and filing the complaint. You may pick up a complaint form in the Community Relations Office or download a fillable PDF from champaignil.gov/discrimination-complaints. The complaint must be in writing and signed.","Anyone who believes they have been discriminated against may file a discrimination complaint. The charge of discrimination must be filed within 180 days of the alleged discriminatory act. The Community Relations Manager will investigate the charge after it has been filed and conclude it within the 180 day limit.",,,,
1042,7603,,"Building Code Enforcement/Appeals",,"Neighborhood Code Compliance Division - Enforcement of property maintenance codes and coordination of efforts to achieve compliance with the City's blight and nuisance abatement programs.

Neighborhood Coordination Division - Responsible for citizen education and outreach, efforts to solve neighborhood problems, organizing neighborhoods, and promoting neighborhood self-help programs to address community priorities.",,,inactive,,"By phone.",,,,,
1043,7603,,"Home Maintenance and Minor Repair Services",,"Neighborhood Programs Division - Developing and managing programs to address neighborhood needs, including rental and home ownership programs, neighborhood plan implementation, and public service activities. The Division administers a variety of Federal, State, and local funds to support these programs and activities such as the Emergency Repair Program and Home Accessibility Retrofit Program.",,,inactive,,"By phone.","Eligibility is based on income and properties must be located within the city.",,,,
1044,7603,,"Home Rehabilitation Programs",,"Neighborhood Programs Division - Developing and managing programs to address neighborhood needs, including rental and home ownership programs, neighborhood plan implementation, and public service activities. The Division administers a variety of Federal, State, and local funds to support these programs and activities such as the Emergency Repair Program and Home Accessibility Retrofit Program.",,,inactive,,"By phone.","Eligibility is based on income and properties must be located within the city.",,,,
1045,764,,"Psychiatric Hospitals",,"McFarland Mental Health Center is the State of Illinois' Psychiatric Hospital serving the central Illinois region. The State's Psychiatric Hospitals are for adults who need publicly-funded inpatient psychiatric treatment. McFarland serves as crisis stabilization; turn around is usually around 15 days.",http://www.dhs.state.il.us/page.aspx?item=61890,,inactive,,"No direct admittance. Must go through local emergency room for referral and medical clearance, or through court order. Phone numbers may be used for general information only.",,,,,
1046,7649,,Preschools,,"There are 10 classrooms in the Champaign Early Childhood Center. The classrooms are ""blended classes"" that serve children with and without disabilities. Children attend either a morning or afternoon session for 2 ½ hours. Average class size is 16 students per session. The program operates five days per week and follows the Unit #4 school calendar. There is no cost to families and door-to-door transportation is provided within the school district boundaries.  
 
Classroom instruction is designed to target the Illinois Early Learning and Development Standards. The program provides instruction in large and small groups and provides opportunities for hands-on, active learning during a variety of center activities. Special education services are provided for children that qualify. Bilingual and English as a Second Language (ESL) services are also available.",,,inactive,,,,,"Birth certificate, proof of income, proof of residency, immunization records, and a physical.",,
1047,7651,,"Support Groups * Relationship Issues",,"Co-Dependents Anonymous is a fellowship of men and women whose common purpose is to develop healthy relationships. The only requirement for membership is a desire for healthy and loving relationships.",,,inactive,,"By phone, website, or email.",,,,,
1050,7679,,"Special Education",,"The mission of the Special Education Department is to meet the diverse needs of students with disabilities by providing individualized instruction and services that will result in measurable and meaningful student growth. Disability areas for special education include:
- Multiple Disabilities.
- Emotional Disability.
- Specific Learning Disability.
- Autism.
- Hearing Impairment including Deafness.
- Vision Impairment including Blindness.
- Deaf/Blind.
- Speech-Language Impairment.
- Traumatic Brain Injury.
- Other Health Impairment.
- Orthopedic Impairment.
- Developmental Delay.",,,inactive,,"By phone.","Ages 3-21 with special needs.",,,,
1051,7731,,"Holiday Programs * Thanksgiving Meals",,"Thanksgiving Dinner is open to all of the community who do not have a place to go and would like the company of others. No reservations are required to attend the dinner.",,,inactive,,"Walk-in for dinner. Phone for volunteer info.",,,,,
1052,7731,,"Volunteer Opportunities",,"Thanksgiving Dinner is open to all of the community who do not have a place to go and would like the company of others. No reservations are required to attend the dinner.",,,inactive,,"Walk-in for dinner. Phone for volunteer info.",,,,,
1055,7793,,"Developmental Disabilities Day Habilitation Programs",,"Swann Special Care Center is a long-term care facility for children and adults with developmental and intellectual disabilities. The Center also has a school and developmental training program.",,,inactive,,"By phone, walk-in, or appointment.","Must have a severe developmental or intellectual disability.",,"Photo ID, birth certificate, proof of income, proof of residency, Social Security card, and immunization records.",,637158405241810
1056,7793,,"Group Residences for Adults with Disabilities",,"Swann Special Care Center is a long-term care facility for children and adults with developmental and intellectual disabilities. The Center also has a school and developmental training program.",,,inactive,,"By phone, walk-in, or appointment.","Must have a severe developmental or intellectual disability.",,"Photo ID, birth certificate, proof of income, proof of residency, Social Security card, and immunization records.",,
1057,7793,,"Group Homes for Children and Youth with Disabilities",,"Swann Special Care Center is a long-term care facility for children and adults with developmental and intellectual disabilities. The Center also has a school and developmental training program.",,,inactive,,"By phone, walk-in, or appointment.","Must have a severe developmental or intellectual disability.",,"Photo ID, birth certificate, proof of income, proof of residency, Social Security card, and immunization records.",,
1060,8081,,"Citizenship Education",,"Helps immigrants integrate into American society and prepares receiving communities to be welcoming and inclusive. This is accomplished through a combination of direct/referral services, collaborations with community partners, and strategies to connect and build cross-cultural understanding between immigrants and US-born residents. Immigrant services include:

- La Línea Immigrant Helpline: Referrals to resources including healthcare, housing, immigration, legal assistance, education, employment issues, food & clothing assistance, childcare, and mental health. Also offers interpretation and translation services and limited case advocacy. 

- Legal Services: Offers monthly clinics for immigrants to receive free legal advice from a licensed attorney on DUIs, landlord/tenant problems, court summons, traffic tickets, DACA renewals and other legal issues. As a DOJ-recognized agency, accredited staff can provide immigration legal assistance for low-income and indigent persons.
 
- COVID19 Immigrant Relief Fund: For those experiencing financial hardships related to the coronavirus outbreak, there may be time-sensitive monetary assistance to local immigrants for one-time expenses.",https://docs.google.com/document/d/1Tz2Z-_HGrSmC5IMMqv8J71jQ_0Fq0WCpEODBsBTsqrs/edit,lalinea@universityymca.org,inactive,,"Services are free and confidential. For assistance in trying to connect to local resources, legal, and financial issues, call the hepline or email the office.",,,,,789038541797078
1061,8081,,"General Legal Aid * Immigrants",,"Helps immigrants integrate into American society and prepares receiving communities to be welcoming and inclusive. This is accomplished through a combination of direct/referral services, collaborations with community partners, and strategies to connect and build cross-cultural understanding between immigrants and US-born residents. Immigrant services include:

- La Línea Immigrant Helpline: Referrals to resources including healthcare, housing, immigration, legal assistance, education, employment issues, food & clothing assistance, childcare, and mental health. Also offers interpretation and translation services and limited case advocacy. 

- Legal Services: Offers monthly clinics for immigrants to receive free legal advice from a licensed attorney on DUIs, landlord/tenant problems, court summons, traffic tickets, DACA renewals and other legal issues. As a DOJ-recognized agency, accredited staff can provide immigration legal assistance for low-income and indigent persons.
 
- COVID19 Immigrant Relief Fund: For those experiencing financial hardships related to the coronavirus outbreak, there may be time-sensitive monetary assistance to local immigrants for one-time expenses.",https://docs.google.com/document/d/1Tz2Z-_HGrSmC5IMMqv8J71jQ_0Fq0WCpEODBsBTsqrs/edit,zoe@universityymca.org,inactive,,"Services are free and confidential. For assistance in trying to connect to local resources, legal, and financial issues, call the hepline or email the office.",,,,,917725171609009
1062,8081,,"Temporary Financial Assistance * Immigrants",,"Helps immigrants integrate into American society and prepares receiving communities to be welcoming and inclusive. This is accomplished through a combination of direct/referral services, collaborations with community partners, and strategies to connect and build cross-cultural understanding between immigrants and US-born residents. Immigrant services include:

- La Línea Immigrant Helpline: Referrals to resources including healthcare, housing, immigration, legal assistance, education, employment issues, food & clothing assistance, childcare, and mental health. Also offers interpretation and translation services and limited case advocacy. 

- Legal Services: Offers monthly clinics for immigrants to receive free legal advice from a licensed attorney on DUIs, landlord/tenant problems, court summons, traffic tickets, DACA renewals and other legal issues. As a DOJ-recognized agency, accredited staff can provide immigration legal assistance for low-income and indigent persons.
 
- COVID19 Immigrant Relief Fund: For those experiencing financial hardships related to the coronavirus outbreak, there may be time-sensitive monetary assistance to local immigrants for one-time expenses.",https://docs.google.com/document/d/1Tz2Z-_HGrSmC5IMMqv8J71jQ_0Fq0WCpEODBsBTsqrs/edit,lalinea@universityymca.org,inactive,,"Services are free and confidential. For assistance in trying to connect to local resources, legal, and financial issues, call the hepline or email the office.",,,,,1077790582995406
1063,833,,"General Counseling Services","Mental Health Services","Provides assessment and time-limited therapy for children, adolescents, adults, and families with problems associated with emotional and/or behavioral challenges.",http://www.rosecrance.org,,inactive,,"By phone.","Services are available for all ages except for children under the age of 5. For children's services, parent/caregiver must be willing/able to attend sessions with their child.",,"Proof of income and insurance card including Medicaid.",,
1064,833,,"Community Mental Health Agencies","Mental Health Services","Provides assessment and time-limited therapy for children, adolescents, adults, and families with problems associated with emotional and/or behavioral challenges.",http://www.rosecrance.org,,inactive,,"By phone.","Services are available for all ages except for children under the age of 5. For children's services, parent/caregiver must be willing/able to attend sessions with their child.",,"Proof of income and insurance card including Medicaid.",,968511154801619
1065,833,,"Substance Use Disorder Treatment Programs","Substance Abuse Outpatient Services","Various programs, from Intensive Outpatient Programs to continuing care, are offered to adolescents and adults.",http://www.rosecrance.org,,inactive,,"By phone.",,,,,
1066,833,,"Substance Use Disorder Treatment Programs",,"Offers a continuum of evidence-based treatment for substance use disorder:
- Residential treatment.
- Medically monitored detoxification.
- Recovery living apartments.
- Alumni support, including 12-step meetings.
- Recovery community alternative activities.
- Outpatient counseling services.
- Community engagement opportunities.",,,inactive,,"By phone.",,,,,
1067,833,,Detoxification,,"Offers a continuum of evidence-based treatment for substance use disorder:
- Residential treatment.
- Medically monitored detoxification.
- Recovery living apartments.
- Alumni support, including 12-step meetings.
- Recovery community alternative activities.
- Outpatient counseling services.
- Community engagement opportunities.",,,inactive,,"By phone.",,,,,
1068,833,,"Crisis Intervention","Crisis Services","Crisis Services provides immediate 24-hour crisis intervention by trained crisis clinicians through face-to-face mental health assessments and answering the crisis line calls. The program adheres to recovery philosophies incorporating brief therapy to stabilize the individual's distress and determine the appropriate level of care.",,,inactive,,"By phone or in person.",,,"Photo ID and proof of income.",,
1069,8418,,"Foster Home Licensing",,"Hope Meadows combines retirees and elders with neighbors of all ages who together comprise a neighborhood support structure facilitating foster care, foster grand-parenting, respite foster care, fictive and kinship care, adoption, and post-foster and post-adoption as well as extended family and aging in place assistance.",,,inactive,,"Call for more information.",,,,,
1070,8418,,"Foster Home Placement",,"Hope Meadows combines retirees and elders with neighbors of all ages who together comprise a neighborhood support structure facilitating foster care, foster grand-parenting, respite foster care, fictive and kinship care, adoption, and post-foster and post-adoption as well as extended family and aging in place assistance.",,,inactive,,"Call for more information.",,,,,
1071,8418,,"Adoption Services",,"Hope Meadows combines retirees and elders with neighbors of all ages who together comprise a neighborhood support structure facilitating foster care, foster grand-parenting, respite foster care, fictive and kinship care, adoption, and post-foster and post-adoption as well as extended family and aging in place assistance.",,,inactive,,"Call for more information.",,,,,
1072,8418,,"Independent Living Communities/Complexes",,"Hope Meadows combines retirees and elders with neighbors of all ages who together comprise a neighborhood support structure facilitating foster care, foster grand-parenting, respite foster care, fictive and kinship care, adoption, and post-foster and post-adoption as well as extended family and aging in place assistance.",,,inactive,,"Call for more information.",,,,,
1073,8418,,"Volunteer Opportunities",,"Hope Meadows combines retirees and elders with neighbors of all ages who together comprise a neighborhood support structure facilitating foster care, foster grand-parenting, respite foster care, fictive and kinship care, adoption, and post-foster and post-adoption as well as extended family and aging in place assistance.",,,inactive,,"Call for more information.",,,,,
1074,8674,,"Adult Probation",,"Provides services to the judiciary, community, and offenders. Using a community corrections approach, Probation and Court Services improves public safety by enforcing court orders while providing services to juvenile and adult offenders to aid in their rehabilitation.",,,inactive,,,,,,,
